recording_id,compression_type,source_dataset,label,attack_type
fake_common_voice_he_39263874,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130950,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869355,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130951,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667006,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38371341,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39934735,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131044,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869368,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211824,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38712565,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553680,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39883404,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38737336,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131078,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333449,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666442,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39457169,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39939985,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327038,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39849008,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38104821,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503048,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605165,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39934721,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592625,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972364,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39971094,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39625427,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39522793,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130936,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39318913,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211704,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677266,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616618,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514209,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605207,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39838430,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38848981,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446573,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39318867,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39541220,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616664,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41486387,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39522894,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39185980,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40858575,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39185957,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753541,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43281960,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667196,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333877,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41066669,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39538760,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38142072,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38746113,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831252,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40972203,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39828677,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333452,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39883423,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38610396,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211181,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39888984,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753227,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771253,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666667,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831246,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39541274,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609288,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39778707,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39903828,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39427330,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131113,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666461,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39500358,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960186,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43512947,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553499,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131067,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38904517,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39836667,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39676100,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39634870,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39891427,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38883685,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40978528,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39029273,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130976,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41512904,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40909702,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605185,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39263856,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39846035,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39667025,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39888980,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327147,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39784745,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211581,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869363,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41019457,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553729,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39500359,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39522846,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41869862,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666662,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616729,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317697,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39179874,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39750878,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39319686,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41486369,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40909688,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39634871,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503056,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131106,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39562286,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39538759,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503042,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446668,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553649,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514675,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753154,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39180037,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39846034,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39785512,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39543664,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317696,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960227,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503040,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39675813,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972344,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39937181,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960218,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39784746,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39180035,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39934729,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43512944,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39180009,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605179,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43485437,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39334299,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960185,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39891418,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39561014,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446534,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131064,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609258,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39543712,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605178,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609259,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317722,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753630,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666476,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40797518,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39539860,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39836658,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38636197,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39889041,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211623,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869348,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771308,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38756675,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39927780,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41486356,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39541272,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514663,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211756,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40797519,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38661596,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43512762,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39180020,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38085649,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39263869,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38142074,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38142100,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39522892,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39927768,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503055,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39934728,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38904475,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154372,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609305,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39625412,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609452,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130941,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39948413,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317712,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446666,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39029320,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39848995,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43313170,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39891399,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666678,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43454841,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39379430,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43498330,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41605175,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131120,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39456924,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39318025,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39891428,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39939981,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39185960,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39937204,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666687,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39625392,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327151,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38142078,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39838491,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39263870,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317713,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38904479,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972361,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39334337,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39937205,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553478,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38904487,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39890657,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39960229,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39626077,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39180010,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39897662,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666651,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39196672,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39796039,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503065,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39457187,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41486372,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39543657,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154418,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39196699,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616929,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39539851,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39179847,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38904493,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39597200,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503034,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131004,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39379886,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41617131,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38569729,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39925731,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753718,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131158,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39029007,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39541213,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39860873,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39889009,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40039792,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753056,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666760,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39027956,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317971,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972324,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327050,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609238,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677296,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39261398,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39625466,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39849013,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38835568,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39772259,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39560965,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38848949,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43498374,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333434,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38131159,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553762,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677297,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39261399,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38848958,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39844324,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39785388,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39658843,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39897632,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677295,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39326818,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753490,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38569714,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39889008,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40001967,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41616762,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154500,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38154528,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38196125,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39771209,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38610904,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43454838,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39578646,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38146702,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38816549,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39546151,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609398,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666763,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40072394,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39593168,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753653,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211734,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39263836,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38118866,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41617132,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43485441,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39658869,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39501230,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753281,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38800507,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39814539,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753519,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592672,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39972327,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38919081,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553416,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39515443,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753479,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327127,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39211537,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39658854,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40039800,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38118872,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39844327,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38568964,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39379890,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39447072,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38904505,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43503036,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39831343,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_41512902,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38303150,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39658868,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39593169,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39849076,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39553615,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514210,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38828705,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39609366,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39677294,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869359,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39541205,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39341260,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38130913,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39849011,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327141,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_43498363,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39327084,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39333478,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39196652,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39514667,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39753153,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38746111,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39924489,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39666473,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39869365,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_38142070,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39592628,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_40972201,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39317653,mp3,custom_elevenlabs,spoof,elevenlabs
fake_common_voice_he_39446451,mp3,custom_elevenlabs,spoof,elevenlabs
