recording_id,attack_type,true_label,aasist,rawnet3,wav2vec2,wavlm,num_models_failed,num_models_correct,failed_models,correct_models
DF_E_2134464,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2134903,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2137688,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2139078,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2141493,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2148181,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2148581,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2149061,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2154719,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2155083,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2158537,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2159994,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2162307,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2168014,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2168337,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2171572,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2172019,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2175817,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2181590,real,0,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2186498,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2186550,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2189334,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2195728,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2196327,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2201704,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2206986,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2207487,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2208026,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2209539,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2209563,real,0,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2217164,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2217957,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2218170,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2218641,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2220627,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2223993,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2226730,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2227303,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2228488,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2235351,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2238919,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2242054,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2246868,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2247129,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2251393,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2252434,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2254949,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2258501,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2260838,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2262532,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2267657,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2272150,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2272495,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2277383,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2278057,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2280628,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2281423,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2282103,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2285698,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2287782,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2288713,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2288747,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2291142,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2299123,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2300228,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2305223,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2308372,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2309182,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2309578,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2310702,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2310765,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2311011,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2312861,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2313231,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2315244,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2315596,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2316083,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2317467,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2318571,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2319891,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2320347,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2320696,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2321910,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2322971,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2333656,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2335338,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2335662,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2347942,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2348924,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2352595,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2354341,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2354648,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2359565,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2362689,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2367501,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2367687,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2368180,real,0,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2372230,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2374016,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2375392,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2384847,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2385035,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2389088,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2389990,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2390064,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2394461,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2395300,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2396100,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2398041,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2399273,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2399818,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2400579,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2403411,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2406668,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2406953,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2410944,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2411259,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2411571,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2412960,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2414524,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2422480,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2422650,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2422743,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2427888,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2431712,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2432396,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2432912,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2440045,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2440271,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2440474,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2441238,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2443640,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2443880,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2446556,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2449301,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2450948,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2453190,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2455054,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2458206,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2459326,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2462931,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2463188,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2463627,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2466311,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2466441,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2466924,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2468202,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2469066,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2476777,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2481674,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2486768,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2488260,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2491765,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2493023,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2493249,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2493721,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2494781,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2494849,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2498895,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2498952,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2501864,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2505688,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2512094,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2512273,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2514446,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2515085,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2516988,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2519201,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2521287,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2526298,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2528966,real,0,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2531024,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2533043,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2533762,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2533867,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2533954,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2536824,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2538829,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2541042,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2542429,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2544753,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2548637,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2548641,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2548878,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2553850,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2555701,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2558308,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2559478,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2559897,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2562322,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2562992,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2566273,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2568938,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2573560,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2576769,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2576866,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2581700,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2582681,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2590388,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2590776,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2594838,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2597683,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2598116,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2598308,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2598610,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2606664,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2609486,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2610127,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2610639,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2614408,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2623756,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2624568,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2636619,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2641962,real,0,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2643149,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2644018,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2647674,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2652132,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2652814,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2652892,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2655956,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2666671,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2669048,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2670688,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2671398,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2672446,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2673050,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2674248,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2675263,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2680875,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2684262,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2684313,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2688464,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2689267,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2689779,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2691603,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2692178,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2699980,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2701554,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2701680,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2711139,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2712151,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2721807,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2723621,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2725206,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2727239,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2729307,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2729956,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2731935,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2732133,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2738726,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2749181,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
common_voice_he_38085649,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38118866,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38130912,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38131064,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38131078,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38131139,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38142078,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38154468,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38169213,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_38835568,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39327048,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39327065,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39327141,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39379436,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39422809,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39457294,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
common_voice_he_39541277,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39541913,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
common_voice_he_39545496,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39609258,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39677266,real,0,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
common_voice_he_39753058,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39753225,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39753227,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39753281,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39753479,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39753519,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39753642,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39753649,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39778686,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
common_voice_he_39831312,real,0,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
